"ID","Title","Attachments","Expected Result","Priority","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Step)","Type"
"C407416","Simultaneous Multiple BOPIS Orders","","","High","BOPIS Order Status","1","","Order creation flow > BOPIS Order Status","","Step Description:
1. Customer has multiple BOPIS orders with different statuses.
2. View 'My Orders'.
Expected Result:
Each order displays its own correct status and location info.","","Each order displays its own correct status and location info.","","1. Customer has multiple BOPIS orders with different statuses.
2. View 'My Orders'.","Functional"
"C407417","Accessibility - Modal ARIA Labels","","","High","BOPIS Order Status","1","","Order creation flow > BOPIS Order Status","","Step Description:
1. Open 'Point info' modal.
2. Inspect ARIA attributes.
Expected Result:
Modal and close button have correct ARIA labels for screen readers.","","Modal and close button have correct ARIA labels for screen readers.","","1. Open 'Point info' modal.
2. Inspect ARIA attributes.","Functional"
"C407418","Back Button Functionality","","","Medium","BOPIS Order Status","1","","Order creation flow > BOPIS Order Status","","Step Description:
1. Open modal, then click browser back button.
2. Observe UI.
Expected Result:
Modal closes, user returns to order details (no crash/unexpected state).","","Modal closes, user returns to order details (no crash/unexpected state).","","1. Open modal, then click browser back button.
2. Observe UI.","Functional"
"C389973","Check out > general  view","","","Medium","Thank you page/order details page (Deprecated)","0","","Thank you page/order details page (Deprecated)","","Step Description:
1. Select shipment method and shipment address.
2. Select payment method.
3. Fill in an Extra block
4. Click Place order
Expected Result:
1. You are redirected to the Order complete page.
2. Order title is shown.
3. There is a text that the order has been successfully submitted shown
4. Next blocks are presented:
- My purchased products 
- Accepted gifts with amount
- Order comment
- Order summary
- Shipping address (expandable)
- Shipping method (expandable)
- Billing address (expandable)
- Payment method (expandable)
- Button Print Order
- Button Pay now","","1. You are redirected to the Order complete page.
2. Order title is shown.
3. There is a text that the order has been successfully submitted shown
4. Next blocks are presented:
- My purchased products 
- Accepted gifts with amount
- Order comment
- Order summary
- Shipping address (expandable)
- Shipping method (expandable)
- Billing address (expandable)
- Payment method (expandable)
- Button Print Order
- Button Pay now","","1. Select shipment method and shipment address.
2. Select payment method.
3. Fill in an Extra block
4. Click Place order","Other"
"","","","","","","","","","","
Step Description:
1. Check Purchased products block
Expected Result:
1. Block includes the following information: 
- Product lines 
- Quantity
- Total","","1. Block includes the following information: 
- Product lines 
- Quantity
- Total","","1. Check Purchased products block",""
"","","","","","","","","","","
Step Description:
1. Check the amount of the product presented in the list
Expected Result:
1. 8 products presented
2. Pagination presented 2 pages","","1. 8 products presented
2. Pagination presented 2 pages","","1. Check the amount of the product presented in the list",""
"","","","","","","","","","","
Step Description:
1. Check Order summary block
Expected Result:
1. Next elements are presented:
- Purchased order title 
- Purchased order field and submit button 
- Promotion order title
- Promotion order field and submit button
- Subtotal
- Discount (expandable)
- Tax
- Shipping cost
- Total


","","1. Next elements are presented:
- Purchased order title 
- Purchased order field and submit button 
- Promotion order title
- Promotion order field and submit button
- Subtotal
- Discount (expandable)
- Tax
- Shipping cost
- Total


","","1. Check Order summary block",""
"","","","","","","","","","","
Step Description:
1. Check the next block:
- Billing address 
- Shipping method 
- Payment address
- Payment method 


Expected Result:
1. This block contains next information:
- Shipping address: First and Last name, Line2, Line1, City, Region, Country, ZIP, phone, email
- Shipping method: 
- Billing address:
- Payment method: First and Last name, Line2, Line1, City, Region, Country, ZIP, phone, email

First and Last name, Line2, Line1, City, Region, Country, ZIP, phone, email

","","1. This block contains next information:
- Shipping address: First and Last name, Line2, Line1, City, Region, Country, ZIP, phone, email
- Shipping method: 
- Billing address:
- Payment method: First and Last name, Line2, Line1, City, Region, Country, ZIP, phone, email

First and Last name, Line2, Line1, City, Region, Country, ZIP, phone, email

","","1. Check the next block:
- Billing address 
- Shipping method 
- Payment address
- Payment method 

",""
"C389974","Check out > quantity  in stock decreased","","","Medium","Thank you page/order details page (Deprecated)","0","","Thank you page/order details page (Deprecated)","","Step Description:
1. Proceed to check out
2. Open Back_end/Admin
3. Open Catalog
4. Open Product_1
5. Check the FFF widget
Expected Result:
1. Only 10 item available in stock","","1. Only 10 item available in stock","","1. Proceed to check out
2. Open Back_end/Admin
3. Open Catalog
4. Open Product_1
5. Check the FFF widget","Other"
"C389975","Print order","","**Invoice Details** document opens in the new browser tab. ","Medium","Thank you page/order details page (Deprecated)","0","","Thank you page/order details page (Deprecated)","1. Click **Print Order**. 
","","","","","","Other"
"C389976","Pay now > change billing address","","","Medium","Pay now","1","","Thank you page/order details page (Deprecated) > Pay now","","Step Description:
1. Click button Pay now
2. Pay attention on blocks: shipping address a
Expected Result:
1. Shipping address set as during the checkout 
2. Button Edit

","","1. Shipping address set as during the checkout 
2. Button Edit

","","1. Click button Pay now
2. Pay attention on blocks: shipping address a","Other"
"","","","","","","","","","","
Step Description:
1. Click button Edit near the Shipping address block
Expected Result:
1. Address from opens to edit billing address","","1. Address from opens to edit billing address","","1. Click button Edit near the Shipping address block",""
"C389977","Pay now > change payment method > card","","","Medium","Pay now","1","","Thank you page/order details page (Deprecated) > Pay now","","Step Description:
1. Click button Pay now
2. Pay attention on block Payment method
Expected Result:
1. Payment method block presented
2. Button Edit","","1. Payment method block presented
2. Button Edit","","1. Click button Pay now
2. Pay attention on block Payment method","Other"
"","","","","","","","","","","
Step Description:
1. Click button Edit


Expected Result:
1. Popup with list of the payment methods presented","","1. Popup with list of the payment methods presented","","1. Click button Edit

",""
"","","","","","","","","","","
Step Description:
1. Select AuthorizeNetPaymentMethod
2. Check the page
Expected Result:
1. Next elements presented 
- Card number
Cardholder name
expired month/year
security code","","1. Next elements presented 
- Card number
Cardholder name
expired month/year
security code","","1. Select AuthorizeNetPaymentMethod
2. Check the page",""
"","","","","","","","","","","
Step Description:
1. Fill in all fields (use guide https://developer.authorize.net/hello_world/testing_guide.html)
2. Click button Pay now
Expected Result:
1. Payment page opens
2. Next elements are presented:

Logo Virto commerce
Breadcrumbs
Order number
Footer with version
Order summary
Buttons: Back to order, orders list","","1. Payment page opens
2. Next elements are presented:

Logo Virto commerce
Breadcrumbs
Order number
Footer with version
Order summary
Buttons: Back to order, orders list","","1. Fill in all fields (use guide https://developer.authorize.net/hello_world/testing_guide.html)
2. Click button Pay now",""
